Unique_ID,Plot_ID,Type,Plot_#,Location,Efflux,Run_#,Soil_VWC,Soil_T,Date,Comments
T4_3_7_22,T4,Treatment,4,3,6.92,2,4,19.3,2022-07-22,
T4_4_7_22,T4,Treatment,4,4,5.94,1,7,18.9,2022-07-22,
T4_4_7_22,T4,Treatment,4,4,6.6,2,7,18.9,2022-07-22,
C4_1_7_22,C4,Control,4,1,17.2,5,4,19.5,2022-07-22,
C4_1_7_22,C4,Control,4,1,16.5,6,4,19.5,2022-07-22,
C4_2_7_22,C4,Control,4,2,4.52,1,4,19.6,2022-07-22,
C4_2_7_22,C4,Control,4,2,4.35,2,4,19.6,2022-07-22,
C4_3_7_22,C4,Control,4,3,11.5,1,7,18.6,2022-07-22,
C4_3_7_22,C4,Control,4,3,10.6,2,7,18.5,2022-07-22,
C4_4_7_22,C4,Control,4,4,12.4,3,5,18.8,2022-07-22,
C4_4_7_22,C4,Control,4,4,14.7,4,5,18.8,2022-07-22,
C2_1_7_22,C2,Control,2,1,12,1,9,19.4,2022-07-22,
C2_1_7_22,C2,Control,2,1,11.7,2,9,19.3,2022-07-22,
C2_2_7_22,C2,Control,2,2,5.61,3,9,20,2022-07-22,
C2_2_7_22,C2,Control,2,2,5.88,4,9,20,2022-07-22,
C2_3_7_22,C2,Control,2,3,13.7,3,4,19.3,2022-07-22,
C2_3_7_22,C2,Control,2,3,13.3,4,4,19.3,2022-07-22,
C2_4_7_22,C2,Control,2,4,9.88,3,4,18.9,2022-07-22,
C2_4_7_22,C2,Control,2,4,12.2,4,4,18.9,2022-07-22,
T1_1_7_22,T1,Treatment,1,1,23.3,3,5,18.7,2022-07-22,
T1_1_7_22,T1,Treatment,1,1,21.8,4,5,18.7,2022-07-22,
T1_2_7_22,T1,Treatment,1,2,7.07,1,9,19.4,2022-07-22,
T1_2_7_22,T1,Treatment,1,2,7.67,2,9,19.4,2022-07-22,
T1_3_7_22,T1,Treatment,1,3,13.5,3,4,19.7,2022-07-22,
T1_3_7_22,T1,Treatment,1,3,12.2,4,4,19.7,2022-07-22,
T1_4_7_22,T1,Treatment,1,4,9.34,3,8,19,2022-07-22,
T1_4_7_22,T1,Treatment,1,4,9,4,8,19,2022-07-22,
C1_1_7_22,C1,Control,1,1,11.3,1,4,19.6,2022-07-22,
C1_1_7_22,C1,Control,1,1,12.4,2,4,19.6,2022-07-22,
C1_2_7_22,C1,Control,1,2,6,1,4,19.4,2022-07-22,
C1_2_7_22,C1,Control,1,2,6.05,2,4,19.3,2022-07-22,
C1_3_7_22,C1,Control,1,3,12.4,3,4,19.4,2022-07-22,
C1_3_7_22,C1,Control,1,3,15.3,4,4,19.4,2022-07-22,
C1_4_7_22,C1,Control,1,4,4.18,1,4,19.3,2022-07-22,
C1_4_7_22,C1,Control,1,4,4.33,2,4,19.3,2022-07-22,
C3_1_9_09,C3,Control,3,1,5.2,1,4,16.9,2022-09-09,
C3_1_9_09,C3,Control,3,1,5.36,2,4,16.8,2022-09-09,
C3_2_9_09,C3,Control,3,2,3.79,1,6,16.7,2022-09-09,
C3_2_9_09,C3,Control,3,2,4.17,2,6,16.7,2022-09-09,
C3_1_9_09,C3,Control,3,3,2.79,1,4,16.8,2022-09-09,
,C3,Control,3,3,2.86,2,4,16.8,2022-09-09,
,C3,Control,3,4,5.06,1,6,16.8,2022-09-09,
,C3,Control,3,4,5.14,2,6,16.8,2022-09-09,
,T3,Treatment,3,1,8.05,1,11,17,2022-09-09,
,T3,Treatment,3,1,8.36,2,11,17,2022-09-09,
,T3,Treatment,3,2,6.54,1,9,16.8,2022-09-09,
,T3,Treatment,3,2,7.22,2,9,16.7,2022-09-09,
,T3,Treatment,3,3,8.47,1,6,17.1,2022-09-09,
,T3,Treatment,3,3,8.05,2,6,17.1,2022-09-09,
,T3,Treatment,3,4,4.85,1,8,16.8,2022-09-09,
,T3,Treatment,3,4,4.53,2,8,16.8,2022-09-09,
,T4,Treatment,4,1,6.12,3,10,16.9,2022-09-09,
,T4,Treatment,4,1,5.99,4,10,16.9,2022-09-09,
,T4,Treatment,4,2,4.95,1,5,16.8,2022-09-09,
,T4,Treatment,4,2,4.5,2,5,16.8,2022-09-09,
,T4,Treatment,4,3,4.19,1,6,16.9,2022-09-09,
,T4,Treatment,4,3,4.05,2,6,16.9,2022-09-09,
,T4,Treatment,4,4,5.7,3,8,16.9,2022-09-09,
,T4,Treatment,4,4,5.46,4,8,16.9,2022-09-09,
,C4,Control,4,1,18.9,1,4,17.4,2022-09-09,
,C4,Control,4,1,17.9,2,4,17.4,2022-09-09,
,C4,Control,4,2,5.22,1,4,17.1,2022-09-09,
,C4,Control,4,2,4.83,2,4,17.1,2022-09-09,
,C4,Control,4,3,8.6,1,6,16.9,2022-09-09,
,C4,Control,4,3,8.81,2,6,16.9,2022-09-09,
,C4,Control,4,4,10.7,1,5,17.3,2022-09-09,
,C4,Control,4,4,11.6,2,5,17.3,2022-09-09,
,C2,Control,2,1,6.7,1,7,17,2022-09-09,
,C2,Control,2,1,6.33,2,7,16.9,2022-09-09,
,C2,Control,2,2,4.61,1,5,17,2022-09-09,
,C2,Control,2,2,4.61,2,5,16.8,2022-09-09,
,C2,Control,2,3,6.28,1,4,17.1,2022-09-09,
,C2,Control,2,3,6.65,2,4,16.9,2022-09-09,
,C2,Control,2,4,9.14,1,4,17.2,2022-09-09,
,C2,Control,2,4,9.99,2,4,17.2,2022-09-09,
,T2,Treatment,2,1,7.89,1,5,16.9,2022-09-09,
,T2,Treatment,2,1,8.75,2,5,16.8,2022-09-09,
,T2,Treatment,2,2,6.58,1,5,16.8,2022-09-09,
,T2,Treatment,2,2,6.56,2,6,17,2022-09-09,
,T2,Treatment,2,3,5.85,1,4,17.1,2022-09-09,
,T2,Treatment,2,3,5.65,2,4,17.1,2022-09-09,
,T2,Treatment,2,4,9.45,3,5,17.2,2022-09-09,
,T2,Treatment,2,4,8.94,4,5,17.2,2022-09-09,
,C1,Control,1,4,3.83,1,4,17.2,2022-09-09,
,C1,Control,1,4,4,2,4,17.2,2022-09-09,
,C1,Control,1,3,9.78,3,5,17.2,2022-09-09,
,C1,Control,1,3,10.2,4,5,17.2,2022-09-09,
,C1,Control,1,2,4.12,1,5,17.3,2022-09-09,
,C1,Control,1,2,4.5,2,5,17.2,2022-09-09,
,C1,Control,1,1,8.18,1,5,18.4,2022-09-09,
,C1,Control,1,1,9.04,2,5,17.8,2022-09-09,
,T1,Treatment,1,1,29.4,3,5,17.1,2022-09-09,
,T1,Treatment,1,1,25.6,4,5,17,2022-09-09,
,T1,Treatment,1,2,6.84,3,5,17.1,2022-09-09,
,T1,Treatment,1,2,7.13,4,5,17.1,2022-09-09,
,T1,Treatment,1,3,8.35,3,4,17.2,2022-09-09,
,T1,Treatment,1,3,7.62,4,4,17.2,2022-09-09,
,T1,Treatment,1,4,5.66,1,6,17,2022-09-09,
,T1,Treatment,1,4,5.9,2,6,16.9,2022-09-09,
